wallet_id,txn_count,total_usd,repays,borrows,liquidates,unique_assets,active_days,txns_per_day,borrow_to_repay,avg_txn_value_usd,liq_rate,repay_rate,wallet_lifetime_days,usd_pct,txn_pct,repay_pct,liq_pct,activity_pct,final_score,cluster,ml_score,blended_score
0x9bb37ff92281d53041d4efe3eede19f416818712,1,13.870719507553964,0,0,0,1,1,1.0,0.0,13.870719507553964,0.0,0.0,1,0.1891130228418867,0.14869474933254226,0.38560516167309405,0.500037080984871,0.241137644615841,7.66,0,0.0,4.596
0x9bb9e5bb9b04e8ce993104309a1f180febf63db6,8,19.997245143544298,0,0,0,1,2,4.0,0.0,2.499655642943037,0.0,0.0,2,0.231385345594779,0.8178952832987244,0.38560516167309405,0.500037080984871,0.47829526352219914,36.52,0,0.0,21.912000000000003
0x9bc23ecb2a1c5764c2a762c542d97cfa738108f7,1,24.00163349931671,0,0,0,1,1,1.0,0.0,24.00163349931671,0.0,0.0,1,0.25897359833877187,0.14869474933254226,0.38560516167309405,0.500037080984871,0.2644245031148027,10.5,0,0.0,6.3
0x9bc667e7b703dcae64545f79eae50d392b902edf,4,3950.607055111755,0,0,0,1,81,0.04938271604938271,0.0,987.6517637779388,0.0,0.0,81,0.7574903589439336,0.6532927914565411,0.38560516167309405,0.500037080984871,0.5987961040245229,51.19,0,0.0,30.714
0x9bca96ddd6bdf784742c2fbbec3cc1d9b5593ec6,2,24.486902599917673,0,0,0,2,1,2.0,0.0,12.243451299958837,0.0,0.0,1,0.2608276475823198,0.4037006822901216,0.38560516167309405,0.500037080984871,0.3500444971818451,20.92,0,0.0,12.552000000000001
0x9bcc7d277d6a356465666a1f31c1769401b22ec8,1,5923.310384608245,0,0,0,1,1,1.0,0.0,5923.310384608245,0.0,0.0,1,0.7895283298724414,0.14869474933254226,0.38560516167309405,0.500037080984871,0.44127608029269255,32.02,0,0.0,19.212
0x9bd28b764e6d8b69d0a9a8e1328e478f4a4787ec,4,12.286757300813893,0,2,0,3,4,1.0,2.0,3.071689325203473,0.0,0.0,4,0.18229012162563038,0.6532927914565411,0.38560516167309405,0.500037080984871,0.4070626915850885,27.86,3,33.33333333333333,30.04933333333333
0x9bd296f2e0cf6d72a6b0356dc6ddad6bc7944662,6,125.86291495142135,0,0,0,3,75,0.08,0.0,20.977152491903556,0.0,0.0,75,0.43021358647285673,0.7580465737169979,0.38560516167309405,0.500037080984871,0.5246217739543162,42.16,3,33.33333333333333,38.62933333333333
0x9bedb535bfffe7a9113ab43cf9f4ffcc6a2d35a9,1,2.513309691666199,0,0,0,1,1,1.0,0.0,2.513309691666199,0.0,0.0,1,0.09262830020765352,0.14869474933254226,0.38560516167309405,0.500037080984871,0.20897607040442998,3.75,0,0.0,2.25
0x9befb17f1252396803903f5ff3d7dade3e9a687e,3,378.1747210737241,0,0,0,2,30,0.1,0.0,126.05824035790802,0.0,0.0,30,0.5404182735093445,0.562926431326016,0.38560516167309405,0.500037080984871,0.49631662216948486,38.72,0,0.0,23.232
0x9c035924d172a5ba3ef6e544af9dda28a47508c4,1,18.938708957380427,0,0,0,1,1,1.0,0.0,18.938708957380427,0.0,0.0,1,0.21425393058439632,0.14869474933254226,0.38560516167309405,0.500037080984871,0.24951794719667753,8.68,0,0.0,5.207999999999999
0x9c056445c0cfc3b787fd677defbc91bb4fa9290b,2,6906.494421,0,0,0,1,1,2.0,0.0,3453.2472105,0.0,0.0,1,0.8011717591219223,0.4037006822901216,0.38560516167309405,0.500037080984871,0.5301592010283793,42.84,0,0.0,25.704
0x9c05a5ac7269db20da14a3f5e532693f6b96765f,8,309.18566789530644,3,1,0,2,1,8.0,0.3333333333333333,38.648208486913305,0.0,3.0,1,0.5218777810738653,0.8178952832987244,0.9068525660041531,0.500037080984871,0.7488752101255809,69.46,3,33.33333333333333,55.00933333333333
0x9c0c590ab0365d96b530cfffac56859c003f4f27,5,24417.582908,2,3,0,1,20,0.25,1.5,4883.5165816,0.0,0.6666666666666666,20,0.8848264609908039,0.715477603085138,0.8719593592405814,0.500037080984871,0.8240878077721744,78.61,0,0.0,47.166
0x9c0cb93ee323e2a1960e1242121d3e33560db0f0,8,3708.1697970000005,2,6,0,2,24,0.3333333333333333,3.0,463.52122462500006,0.0,0.3333333333333333,24,0.7531889646989024,0.8178952832987244,0.8719593592405814,0.500037080984871,0.8143478690794028,77.42,0,0.0,46.452
